"review_id","sentence_id","sentence_text","sentence_sentiment","sentence_category","sentence_category_group","sentence_topic","entities"
"b7fb9c39cbec721fbeab35cae6d0d4e1","60393494de5fa4873aa0a7b58b2d2893","We always stop in when visiting Burbank.","Positive","Experience","Loyalty","Loyalty","[""Burbank""]"
"d1ed7c175ccee83d290cbb770415f060","ced3eb0c33e68f8bc75ebf3e0f7a6af2","The served me precooked tacos were Stale and soggy and stuck to paper.","Negative","Food","Quality","Freshness","[""tacos""]"
"483bc58ef10d4d043f9f77429f857f82","9a3fef06b5725a6960bb7d5456854757","We started with their delicious queso and chips, which were a hit.","Positive","Food","Quality","Taste","[""queso"",""chips""]"
"df24ad8da7224bb9bd55b828d778c1ba","d534a1af008dede584f06d0f864f600a","And We would be good!!!","Positive","Experience","Loyalty","Loyalty","[]"
"8b6f97709833c19dfb7ff786994229ef","c1a8b2ba06a18f451d05e68e7c257e7a","Good service, prompt and attentive!","Positive","People","Team","Hospitality","[]"
"660970e002b4edbdac741b5ee8d521c5","5e571ed82802fbe00463e75840733b34","Outsides cooler than inside.","Negative","Experience","Amenities","Amenities","[]"
"9d23406b6077861a6566ef3cf6f7bf26","73f8ffce61ffa023d37e37a38b8ea134","I will definitely go back there and I will definitely recommend people to visit Fuzzy’s and enjoy their tacos!","Positive","Experience","Loyalty","Loyalty","[""Fuzzy's"",""tacos""]"
"cad519ad9b45ee364e643c380dd69c1e","f4a10d4fddc9d844f0ba315c64f2360c","Our server initially forgot to bring our coffee.","Negative","People","Team","Hospitality","[]"
"c1c1cc96fcb5a0a6fb86d4e7137fda35","c86d5b9d6d887d8a64b718964bc16e34","I went to Applebee's for the first time this past weekend and I wish I had been sooner.","Positive","Experience","Loyalty","Loyalty","[""Applebee's""]"
"77ace14cf75dd454f9e210d60c5479b3","fc5fdb31d55e4f102b12838caafc1e0b","This place has items on the menu which they do not serve.","Negative","Food","Issues","Availability","[]"
"a5ce6387c0110ca1970c1cfa1395ca92","bdd8e30806f7ae8418b28fbd4498b5ee","Brunch at this IHOP location was surprisingly refreshing.","Positive","Experience","Amenities","Comments","[""IHOP""]"
"e9fa6ec73bb625365fa8e9bf4c76aa59","6c5119d0d0a088715d286b52270b2a07","Terrible rip off food!!","Negative","Food","Issues","Cost of Meal","[]"
"cad519ad9b45ee364e643c380dd69c1e","7512efde0f038fae9f9a80da61ddf3fd","She not only acknowledged the mistake but was genuinely apologetic about it.","Positive","People","Team","Hospitality","[]"
"935bc5df37b68bb01c5325085c2fcf47","846476e64ff5cd9749dccfba82e310e7","I wasn't overly impressed with the food but it was ok.","Mixed","Food","Quality","Taste","[]"
"257ad0bbbcc396bc690c0e3f4e0fdced","433b9696f28d422d80d7891fcd5b7b16","Had a horrible experience with the assistant manager by the name of Karol she had us waiting to be seated it was not busy at all tables were available.","Negative","Experience","Ordering","Speed of Service","[""Karol"",""assistant manager""]"
"923f8dc0ee240f4c45c0c07856154705","015248b0c1e14973395910ae35581656","Staff is polite and helpful.","Positive","People","Team","Hospitality","[""staff""]"
"b7d56075c0f667f4d9751374c5dac57c","c4587e8d7b1f6e80e1e7ebb4cfa8d013","I’m not a vegan so the faking meat really didn’t help me…","Negative","Food","Menu","Comments","[""faking meat""]"
"0149e4872e57539f8c8ae8e7256c4027","30981c0fe37d56e32c6cf8f76506e05f","The Grilled Shrimp Quesadillas are to die for.","Positive","Food","Quality","Taste","[""Grilled Shrimp Quesadillas""]"
"28bc6ed6fdff2494e5c1793273668776","5d52bfdd193d77cdaeb6b9d8cd4f3e11","There was no silver ware they gave us plastic.","Negative","Experience","Amenities","Amenities","[""silverware"",""plastic""]"
"164b4b7194c18deaf6dab6aada260f44","f1345a99cbaaf60d88ca7368f87d49e3","Just seemed unhappy.","Negative","People","Team","Hospitality","[]"
"c1c1cc96fcb5a0a6fb86d4e7137fda35","d7e939efc28d56e9740326f24fa801b5","I even had some interaction with the manager Howard who was a very nice fellow.","Positive","People","Team","Hospitality","[""Howard""]"
"3e48e9a824e69cf062ced03e55bea555","e1e7965e4b7e48234e75f210fe5e97a6","This is my first experience at this establishment and my last.","Negative","Experience","Loyalty","Loyalty","[""establishment""]"
"fcd7cc560ffa01fad216dfa74168aadd","bf2f99bfbc7bf7e68f4c18bc9b94bebe","Fun 90s alt music.","Positive","Experience","Amenities","Comments","[""90s alt music""]"
"75c11964f5380ba2ef2ff71a0c88f810","222021b2ac61ccb40ffe957d3f6de10d","Great vibe, casual, fun, great music.","Positive","Experience","Amenities","Amenities","[]"
"2dd2f3683f0c4a6fd7241c7501bd4a5a","51c02ef3042883ed8c6317820d602b12","Fun vibe at night!","Positive","Experience","Amenities","Amenities","[""vibe"",""night""]"
"181de88bce5e0a2e35f77bd0fd42b5f0","1c5e69039fcfa595ca94bca2db050655","Btw thanks for stocking non alcoholic beer!","Positive","Food","Menu","Comments","[""non alcoholic beer""]"
"8d5d9079bbe27c37dd0dd85d5cb5bc6c","c901f14399c44133b4fe8402d97c87b7","Had lunch here while visiting LA, highly recommend the chicken shawarma bowl.","Positive","Food","Menu","Comments","[""lunch"",""LA"",""chicken shawarma bowl""]"
"ef77d4e51026c979198f856a7d14ae97","a7fd37a95cea01aa87bd3ac0e04301af","Enjoy! You’ll thank me.","Positive","Experience","Loyalty","","[]"
"015a62dbc30428276dfff2e3732f212b","ddb47cba2d385b58bbd2fb9b6da06807","to the owner I won't be back and I won't recommend you ever.","Negative","Experience","Loyalty","Loyalty","[""owner""]"
"3b1538f41ca4bef866c02c9fe4bc1dd1","84a4697be54a3eba31206603476fecd7","Not being rushed and checked on regularly.","Positive","Experience","Ordering","Speed of Service","[""service""]"
"5b3d302dc2591f0923bf269fecdd7183","1e2cd561fb2fce2c6a9c5f44120ba70b","Nevertheless, I recommend this place.","Positive","Experience","Loyalty","Loyalty","[""restaurant""]"
"b6ea48f7de868477c1389eea0fb89da0","3519144802d40219adc0c98e3515d679","The food came quickly, it was hot, looked appetizing and was delicious!","Positive","Food","Quality","Temperature, Appearance/Presentation, Taste","[""food""]"
"14fe7e6ed21ced5fb8584d9e0af12e8c","af0e7359fc5a50aa77f874837c3dd465","Highly recommend this egg Benedict for first timer!","Positive","Food","Menu","Comments","[""egg Benedict""]"
"bdd1bf4058485084f794430cb8dfefd2","11538e2a79beb9fb5d785cb63afa912f","The food is reasonably priced and delicious.","Positive","Food","Payment","Cost of Meal","[""food""]"
"d4787f5690301b21c3286e57b82e4f9d","2bcd04e785b03cdb278a4be55d0c59a8","I enjoy performing at this venue; it has a welcoming atmosphere, and the staff and doorman are very friendly.","Positive","People","Team","Hospitality","[""venue"",""staff"",""doorman""]"
"935bc5df37b68bb01c5325085c2fcf47","3f97170707abec946867bae69784499c","Hot sauce on the table was a good addition.","Positive","Food","Issues","Availability","[""hot sauce""]"
"d405e1f4745cdafea24fb66c7ff6d89a","aaad772d1274f3f6ed3214c40b341d81","They sell expired products","Negative","Food","Issues","Food Safety","[""expired products""]"
"e8e2a01766bcb3f9ea2df1a6219cd236","a6dcc922344c1c25ba9fcc4cc20d20cc","She took my hand and led me to the Liquor.","Positive","Experience","Amenities","Amenities","[""Liquor""]"
"7ba63d8b75c448f74c11aa40be65a137","48e83809619a0cace0e3be6ccae3c615","Had a blast.","Positive","Experience","Loyalty","Loyalty","[]"
"3b1538f41ca4bef866c02c9fe4bc1dd1","2aafd064ccb8fc01f6ac4c7c8dd0fb0b","Made for a nice leisure lunch.","Positive","Experience","Loyalty","Loyalty","[""lunch""]"
"76aed0158dad7eccdf504890b4392c06","13cbd410268342b66fec64affc696845","The food came hot which should be a no brainer but we've had to return cold plates before.","Positive","Food","Quality","Temperature","[]"
"4de68e8c2ac3d3c778d2dcab232c3046","8e0cf26883d2081c35c9cb27650c7f2e","Not much flavor though, needed a lot of salt.","Negative","Food","Quality","Taste","[""salt""]"
"5c9c7b486ff1553a3fcb72ba26c20218","69a4eb217d94542486db6b0bbff84419","This time I prefer to go for the strawberry crepes with my breakfast.","Positive","Food","Menu","Comments","[""strawberry crepes"",""breakfast""]"
"9e855145b243d7f208e811e22f347a43","26f76c5e81f0a2abf356d73870ccb749","The onion rings were extremely crunchy, and they were made with actual sliced rings of onion.","Positive","Food","Quality","Texture","[""onion rings"",""sliced rings of onion""]"
"16eea0ef64597e9bb89a141b2db1fec6","b469de1d241081de8852219e864f6496","the food was very good too! 😋","Positive","Food","Quality","Taste","[""food""]"
"f1a2586ab717c84e54f8da3638fb9040","7eeb95cd97d2a8efc683343e79785c0f","Fresh ingredients, friendly staff.","Positive","Food","Quality","Freshness","[""ingredients"",""staff""]"
"cad519ad9b45ee364e643c380dd69c1e","18217b8fbbafb7f829d8011b52e59d5d","While this could have been a disappointment, I must commend her for her immediate response.","Positive","People","Team","Hospitality","[]"
"a507c9d739e430c1752fd6f0add3a20a","b091d8ffbce2829897db6217bd78cdc5","Employees were kind and welcoming.","Positive","People","Team","Hospitality","[""Employees""]"
"ee6824a64d563337cedb4e7dddcbe043","7e39625a663ebd6be7fde33bfe1108cf","Service was quick, and the wings are really good.","Positive","Food","Quality","Taste","[""wings""]"
"99e5a9c5227478269dd1b54beaa834bf","d8fffbaf1c7ac5166c183418ac6f0a71","Quick and friendly service overall!","Positive","Experience","Experience","Speed of Service","[]"
"6488412a4ac03b419957429a0e636622","3f959fddcc71c395bdc7cd3421f97477","Drinks are 20 $ and badly made.","Negative","Food","Issues","Quality","[""drinks""]"
"a9cb6f54bdbb92130d44777928349a0c","1dcc382fca5bc63dba544396c60cc7a1","Yeah. So, I doubt I'll come back to this location.","Negative","Experience","Loyalty","Loyalty","[""this location""]"
"86272cf7f20d63973fbe3a7850529f82","bc2cb6d014401d727630e2e5781ed4a8","Service is alright, good enough to get some food and they handle everything pretty smoothly.","Positive","People","Team","Hospitality","[]"
"f269a1165cb0af4444806207a1ecdb01","99b8c01d6a28ed090b6ac5f2da98a048","Burnt chicken tenders, potatoes cold not cooked well you still could see the flakes, green beans were so thin and small not like the picture plum and fresh, it was the total opposite.","Negative","Food","Quality","Appearance/Presentation","[""chicken tenders"",""potatoes"",""green beans""]"
"f6395cba2d24e363a202e478b4bbedac","64e36e6ed114ad08158dd37b15466934","The Cadillac margarita that Cesar and Luis made were great.","Positive","Food","Quality","Taste","[""Cadillac margarita"",""Cesar"",""Luis""]"
"d72ec3aa0e8dbcc8514fa21755f23855","d16c273e77195953e411f2016b5db94d","My friends and I had a blast using neon colors in a dark room setting with a purple UV ray light.","Positive","Experience","Amenities","Amenities","[""neon colors"",""dark room"",""purple UV ray light""]"
"c815e78ab2d26930c0ab013efb42a78b","3326b5e45296f3660d310befcfbad010","The garlic short rib fries are amazing.","Positive","Food","Quality","Taste","[""garlic short rib fries""]"
"c1c1cc96fcb5a0a6fb86d4e7137fda35","23a121f8211f42176b2b75cb4f044173","I didn't even know that they had Dollaritas!","Positive","Food","Menu","Comments","[""Dollaritas""]"
"b0fd7d937df74721def5f83f0f16528e","43b42ef470da4026001cee6a79085ce1","You can probably get away for a dinner for two for under $40 easily.","Positive","Experience","Payment","Cost of Meal","[""$40""]"
"1c322cb55cc9d563b4fb73064b2524f6","ba0363a10b030b8f4db326f7085d851c","Husband's go to are the beef nachos.","Positive","Food","Menu","Comments","[""beef nachos""]"
"72153675f8df209c7d2cbce8f08c8cb8","ae65bffbdbfef9df9be2ae5e0f629344","Meals were not complete and cold.","Negative","Food","Issues","Temperature","[]"
"83594e2560a937080019293e3ef40da3","099dfa24affb798c82f39b77ca8927e6","The place is Lovely, but the portion of d Pesto Omelette is bloody too small, you can see it on d photos, my friend and I were shocked...","Negative","Food","Issues","Portion","[""Pesto Omelette"",""photos"",""friend""]"
"ca95d4dd16b3bb71a7d956e2a7623482","fb580733bdf02651f05377121ba0a4f6","Great Happy Hour prices too for a Hollywood bar these days.","Positive","Experience","Payment","Cost of Meal","[""Happy Hour"",""Hollywood bar""]"
"2b1cacf836678060517e35b88ea88118","0b59621619e72a9c30ec8af9cf2d91f2","We love weekend brunch there.","Positive","Experience","Loyalty","Loyalty","[""weekend brunch""]"
"05f503abb42b62692117816f927697ec","95d530cf79285a0af5f4503caca1ac23","Not so here, all the items are spiced subtly but correctly, even the saffron rice which almost always tastes like rice with yellow food coloring at most places.","Positive","Food","Quality","Taste","[""saffron rice""]"
"fcd7cc560ffa01fad216dfa74168aadd","b237f81890e04586fb1994b55ad0f7d8","Big outdoor area, shaded.","Positive","Experience","Amenities","Comments","[""outdoor area""]"
"3b1538f41ca4bef866c02c9fe4bc1dd1","2e1264f320599276a41f3a422e0a3290","Delicious margaritas, amazing salsa, huge portions.","Positive","Food","Quality","Taste","[""margaritas"",""salsa"",""portions""]"
"878e42ae93f91b43d721cacb59582d2f","cecabbabda420bcad636b20225be2f6e","The meat was tough, the chimichurri sauce was randomly too spicy, and there was not enough chimichurri.","Negative","Food","Quality","Texture","[""meat"",""chimichurri sauce""]"
"c1c1cc96fcb5a0a6fb86d4e7137fda35","a6c358dbd559b00d02346d6336474076","Very great value for our money.","Positive","Experience","Payment","Cost of Meal","[]"
"d14fc56521b78564ee358f29488e25c6","af511ab70ee5f5322e9ca41bdb42e042","Great brunch or late night place!","Positive","Experience","Amenities","Amenities","[""brunch"",""late night""]"
"5277ad7cbf23c7cb3fbcccb53746116b","fd098972e52f94d2d73d492dc081e0d7","The veggies are always fresh and full of flavor.","Positive","Food","Quality","Freshness","[""veggies""]"
"68c9b4a49cb5aba9d28d3cc2abc11c34","a50a039c407da0c01f366031fb38ac01","I do not recommend it.","Negative","Experience","Loyalty","Loyalty","[]"
"74c78a0569cae39583908ec861238300","490471e3ad005c5d88c926b76e10f020","The pancake was amazing, fluffy, and a wonderful complement to the skillet.","Positive","Food","Quality","Taste","[""pancake"",""skillet""]"
"7e3037b9777c518df0d74f47b5859c9d","cf14a26a5866c25e5b64bf2523b5c307","Enjoy!!!","Positive","Experience","Loyalty","Loyalty","[]"
"0286cf170ea05390575d0e28f604b9a6","ebc111881cc4bc9d3345c5a6cad774fd","We got our food but we had to flag our server down for refills.","Negative","Experience","Ordering","Speed of Service","[""server""]"
"2d6ab3502c9014131d9734fca39edd51","0fb690d8903892c8285cb5066322dbda","like the atmosphere.","Positive","Experience","Amenities","Amenities","[]"
"8fcab4f97a3da6ef02275b7e32c7452f","8859c7ee7c90ee2c9694b5ef85a0a1e9","the waiter was so shy","Negative","People","Team","Hospitality","[""waiter""]"
"610f71931d7b7d2f6cb2e942612ef5f3","088185448e3ff2f5afc92b5d71d74dc7","it still isn't full.","Negative","Experience","Cleanliness","Amenities","[""ketchup""]"
"16f4316e007da8762259127c5f6e03ad","afaa1f503c593e9cc004994dff11558b","We will be in no hurry to return.","Negative","Experience","Loyalty","Loyalty","[]"
"6839cf96c1cbcac6d0b4b7707df0f4c4","6c1c7a291c9b29f8cd014576d62e29ab","and the delicious vanilla flavored milkshake 😌- $8.99","Positive","Food","Quality","Taste","[""vanilla flavored milkshake"",""$8.99""]"
"b0fd7d937df74721def5f83f0f16528e","c83222eb937e418f189849b6f0f63e07","Don't expect homemade tortillas, rice etc, as the tortillas are most likely straight out of the package as well as the rice, which tasted similar to Uncle Ben's packaged Spanish rice.","Mixed","Food","Quality","Taste","[""tortillas"",""rice"",""Uncle Ben's""]"
"2b1cacf836678060517e35b88ea88118","27e32362a92b7e83535c242b011bd370","All the items on the menu are absolutely gems.","Positive","Food","Quality","Taste","[""items"",""menu""]"
"9bbf2e8648947d9810a5c504ce379464","fd09c4cacd12e8b828d80c9193889cea","When you go to this restaurant you owe something to everyone.","Negative","Experience","Loyalty","Loyalty","[""restaurant""]"
"e904dfb0886a66d905f7bb6dd110c91e","9cb2ad4dca5f46d65be8a4c054f511f4","Such a clean restaurant with a great atmosphere!","Positive","[""Experience""]","[""Cleanliness""]","[""Dining Room""]","[]"
"a5ce6387c0110ca1970c1cfa1395ca92","6097e66821c89e30bd25eae3087beed4","Sufficient seating and we got comfortably seated with a stroller.","Positive","Experience","Amenities","Comments","[""stroller""]"
"c01e62ce81827f011d77c76c23914935","e6a3aa1b53793d682488ff24c0e25def","The biscuits were split and browned on the grill.","Negative","Food","Quality","Appearance/Presentation","[""biscuits""]"
"05f503abb42b62692117816f927697ec","3bee2bc093509d253f60cfcba165fe82","The spicing on everything was done to perfection- subtle but prominent and easily distinguished from each other.","Positive","Food","Quality","Taste","[]"
"28bc6ed6fdff2494e5c1793273668776","2d0cf508fb791a270f91217a6e1508d2","After all it was disgusting starting with service!","Negative","Experience","Ordering","Order Accuracy","[]"
"65c66d74c2325137f0bf50e45619a604","092bfd2606fabe5e5f13e6e05cd97673","I'm not sure they know how to cook pancakes.","Negative","Food","Quality","Taste","[""pancakes""]"
"85747fce6473cf85e764afc8a6e45626","3beb82a0cd08c205954543649320e3a3","Lowkey enough to get a group of friends to come and enjoy good beer and company.","Positive","Experience","Loyalty","Loyalty","[""group of friends"",""beer""]"
"6b477e94b4712e819fe9fb17cf232651","776632ea8a47374822a1958b550d80e9","The service was good and the same for the food.","Positive","People","Team","Hospitality","[]"
"8d78a61402b5b46a7560698fe95c43bb","769b0ec1c72dd8be0e767c99ebb428b9","For what this restaurant is, I was happy with the experience.","Positive","Experience","Loyalty","Loyalty","[""restaurant""]"
"64ad504f0f566477328f271c0256c840","d68d1b65a38ad0ec3077d59dfee530ba","I don't trust this place.","Negative","Experience","Loyalty","Loyalty","[""place""]"
"0286cf170ea05390575d0e28f604b9a6","85bd4bb93ca774a0cd386178c8367948","Today was no different and with us being one of three tables that was an accomplishment.","Negative","Experience","Ordering","Speed of Service","[""three tables""]"
"e59b1db639688a30089dbf7dd4f1c5f7","f58c938f53ee2988424371259f83a4a0","The food was good I had one of the new bowls (the classic) an omelet in a bowl.","Positive","Food","Quality","Taste","[""food"",""new bowls"",""classic"",""omelet""]"
"c815e78ab2d26930c0ab013efb42a78b","78a73cc0f1bbb9634fb6490ab09e777a","10/10","Positive","Experience","Loyalty","Loyalty","[]"
"8461af19ede01e58580d924701b99072","3027ba288fa5e10da7e65a2e1865de96","THAT'S OK, I'LL BE BACK LOL✊🏾✊🏾✊🏾✊🏾","Positive","Experience","Loyalty","Loyalty","[]"
"74c78a0569cae39583908ec861238300","e13595dadca6e228d032bb505dd5c723","The Machaca Skillet was incredibly tasty; the ingredients blended perfectly, creating a delightful mix of flavors.","Positive","Food","Quality","Taste","[""Machaca Skillet""]"
"6bc447b9a548291842203395e8dfc5fe","c16dac2176c20262dc69ba41324b1ba2","Won't be back.","Negative","Experience","Loyalty","Loyalty","[]"
"2e22204c802449219e31c60c312cfde6","84cd11f1470e28c7ecd43f0a20fa4c7d","I love getting the margarita shrimp tacos (both grilled and tempura), brisket tacos and the chips and salsa, guacamole or queso.","Positive","Food","Quality","Taste","[""margarita shrimp tacos"",""brisket tacos"",""chips and salsa"",""guacamole"",""queso""]"
"3e48e9a824e69cf062ced03e55bea555","39d76e5f0b5bfda0f59f113c44afb828","If you do happen to come here, avoid being served by Wendy R.","Negative","People","Team","Hospitality","[""Wendy R.""]"
"e9fa6ec73bb625365fa8e9bf4c76aa59","5b066350018ac2ed81dd8948707b7761","We will never come back!!!","Negative","Experience","Loyalty","Loyalty","[]"
"4de68e8c2ac3d3c778d2dcab232c3046","59008b49b141bd38b22425c798e0dd5f","Took around 10 minutes to give my friend a piece of toast.","Negative","Experience","Ordering","Speed of Service","[""friend"",""toast""]"
"e8e2a01766bcb3f9ea2df1a6219cd236","72bcd38329c035317f9be6083b281486","I got to be honest my wife got so excited the moment she saw the name of this store.","Positive","People","Team","Hospitality","[""wife"",""store""]"
"f1a2586ab717c84e54f8da3638fb9040","a0eaf9d328fce9289ebeb418df65e0ff","Clean restrooms, overall 10/10 for this location!","Positive","Experience","Cleanliness","Bathrooms","[""restrooms"",""location""]"
"bdd1bf4058485084f794430cb8dfefd2","619ed27b180c1fd4fe7a095bfa6e92cd","The staff were all super chill and friendly.","Positive","People","Team","Hospitality","[""staff""]"
"33fa228c4ab0c4bc139a8bd202d1a896","fd017eb98186d72e4ba1f3de37ea38bc","Shaded outdoor seating was an enjoyable way to spend lunch.","Positive","Experience","Amenities","N/A","[""shaded outdoor seating"",""lunch""]"
"b6a6954322e88e24ddb54dd1c0269d2d","403639a53bd7b9bedf9b1b005e6ff7e3","First bite was just bread.","Negative","Food","Quality","Portion","[""bread""]"
"6839cf96c1cbcac6d0b4b7707df0f4c4","61d55e15002fea7e3a9e4c38160940ab","I ordered the Original buttermilk waffles (3 stack cos I couldn’t finish 5 stacks) - $8.9","Positive","Food","Menu","Comments","[""Original buttermilk waffles"",""3 stack"",""5 stacks"",""$8.9""]"
"483bc58ef10d4d043f9f77429f857f82","66ab839fdf9bc7db5dd888dcc9fb437f","To top it off, we enjoyed cold margaritas that complemented our meal perfectly.","Positive","Food","Quality","Taste","[""margaritas"",""meal""]"
"ed99508314159554d690d038a4bf3207","8c91c4860c50bd8c0b46ff77d581fa02","He really made our meal more enjoyable.","Positive","Experience","Loyalty","Loyalty","[]"
"c1c1cc96fcb5a0a6fb86d4e7137fda35","ddee07685d88a4ba5834c9bb6cb4ebf0","The food was excellent and so was the service from our waiter.","Positive","Food","Quality","Taste","[""food"",""waiter""]"
"5c9c7b486ff1553a3fcb72ba26c20218","7dcf97a6f440c1a0754100ebbc57a7ba","I went for a second time to this location and my last time my crepes with banana and Nutella was made with old banana.","Negative","Food","Quality","Freshness","[""crepes"",""banana"",""Nutella""]"
"b78bf927ce2b19a2b09e96ed754bf812","a41dbed23d7f62a3f0f07a3e428690ae","Looking forward to making this place a routine.","Positive","Experience","Loyalty","Loyalty","[""place""]"
"b7d56075c0f667f4d9751374c5dac57c","06ec1a00bea7b31dbe21ce799b297316","Will come back again 👍","Positive","Experience","Loyalty","Loyalty","[]"
"bdd1bf4058485084f794430cb8dfefd2","d8b519f5af6f8755dbeb29cc34519fbc","The seafood tacos were my favorite and washed it all down with some house margaritas.","Positive","Food","Quality","Taste","[""seafood tacos"",""house margaritas""]"
"e59b1db639688a30089dbf7dd4f1c5f7","8e7d3de4e66f82397e5980f1dda7cc55","It was good just not enough food, the bacon wasn't crispy enough.","Mixed","Food","Quality","Portion","[""food"",""bacon""]"
"d4ea8eef0062062cc06b47992ef9dcd1","4112baa14d16a06924b7800dc67c3038","Clean dining area and bathrooms.","Positive","Experience","Cleanliness","Dining Room, Bathrooms","[]"
"67adbcdf339098b0ba8c86a512b14eea","ad34de57460db914d2ca91fa39f1bd1a","Then this rude lady (I think she was a manager not sure if her name was Bertha not 100% sure) said we already served that order and she implied that it is not her problem if I got my food or not.","Negative","People","Team","Hospitality","[""lady"",""manager"",""Bertha""]"
"78e9cc79455a3fcd880b79f349e7c0ac","ec8adc3f08d2324b6078e31b9991427c","Odd to say but really like the decorations.","Positive","Experience","Amenities","Amenities","[""decorations""]"
"9bbf2e8648947d9810a5c504ce379464","75ac2416c8acf5c81dd88019f50967fa","They usually ask 'can I count you out?' and then I saw a rude attitude, am I supposed to swallow food like a dog and run away????","Negative","People","Team","Hospitality","[]"
"83870e53baecd09a6268b36a3c487aec","ba8ab850c8ad953b21d10bcc1f002f82","The owner, Luis Perez, is so friendly and always ensures that his customers are satisfied.","Positive","People","Team","Hospitality","[""Luis Perez""]"
"f0ef21db9b8c4c7eaff44b3cacc4976c","96ee3853476faf3c408e1ebe9f1ccb44","I'm sure corporate thinks they fulfill orders quickly based on their strategy to trick the drive thru sensors.","Negative","Experience","Ordering","Order Accuracy","[]"
"35a0beaa65074ec835ea074648319f59","0f37c3251a59671a7a9a30fe33b96737","I like when you order coffee so you get a thermos filled up.","Positive","Experience","Amenities","Comments","[""coffee"",""thermos""]"
"df9c71616e113861a1b545a106915cb7","584abc7cbbabf16c0b9c88f1811fe23f","Waiter hasn't left us those piece of receipt with the survey...","Negative","Experience","Ordering","Ordering Process","[""waiter"",""receipt"",""survey""]"
"839cecb08896a2139c362ba7b81ecbb9","010888ddfbda78849cf371a7c811d387","Great tacos!","Positive","Food","Quality","Taste","[]"
"3a8f92ebbf841e6d9928d130532d8b58","aef868009ab9972b100eadd3675b52c1","Nice little patio area to sit outside.","Positive","Experience","Amenities","Amenities","[""patio area""]"
"d4ea8eef0062062cc06b47992ef9dcd1","bf506a20a51f195a8e7aba07d56e6ae3","Great wait staff.","Positive","People","Team","Hospitality","[]"
"ef887dcb3a5585973a37075825f65150","fe0bce3f9451ec5cfc10bd503be98287","It could have been better if weather was good and flavor was added to the food even salsa would have helped.","Negative","Food","Quality","Taste","[""salsa""]"
"32821f75f6097d01700d18ca0b70a4e0","c780575f1b8a6d9d28a5dff4dbde7266","I usually get the two eggs with hash browns and veggie meat.","Positive","Food","Menu","Comments","[""two eggs"",""hash browns"",""veggie meat""]"
"2c89354f77c328b592fd7a7f389e725d","0983149a29de0d2f3054e2d22dbd0c27","The food and service is always great!","Positive","Food","Quality","Taste","[]"
"037d38cb7032c936e112ab11ec623398","bcf9dc22aef8b47785653580fb30fde0","Such a hidden gem!","Positive","Experience","Loyalty","Loyalty","[]"
"321ff57906cdadc9666de7c45e2e982a","e78d265f492308536b233ce3eefb19f0","Our server Robert was amazing, it was very busy but this server was handling everything it seemed by himself.","Positive","People","Team","Hospitality","[""Robert""]"
"8f9132e84d9b40fd7dd0a6e8226a5f07","41fd14af22c526ea35bcd429f143e67e","They didn't sing happy birthday to me because 'I'm an adult' q-q.","Negative","Experience","Loyalty","Loyalty","[]"
"a507c9d739e430c1752fd6f0add3a20a","38ab259a3e89b1190f87de38960892bd","Good place to have a drink.","Positive","Experience","Amenities","","[""place"",""drink""]"
"df9c71616e113861a1b545a106915cb7","017f76ed1b08ad06691c53160f20e0bc","Our Crêpes was brought under strawberry topping (we ordered it under raspberry topping).","Negative","Food","Issues","Order Accuracy","[""Crêpes"",""strawberry topping"",""raspberry topping""]"
"3f45fdf1e5cf59254c2a396f4efe0a87","501b7296417263625c08dae8842c9ccf","Fast service, good prices.","Positive","Experience","Ordering","Speed of Service","[]"
"4de68e8c2ac3d3c778d2dcab232c3046","cd1fce5b7c47bf7f1a6f6b04feb61590","Would not come again probably.","Negative","Experience","Loyalty","Loyalty","[]"
"b0fd7d937df74721def5f83f0f16528e","0da8425c2bcdf060f5b82ec345a4e030","The menu is large and the food is great for the price.","Positive","Food","Menu","Comments","[""menu"",""food""]"
"2711cd8333cab77fcf014f8934908d4d","a5b728db4b0ca47d7cfb77d32fd83d00","You can still get drinks 🍸 for a normal price and they are well prepared.","Positive","Food","Pricing","Cost of Meal","[""drinks"",""price""]"
"637246865537965a7a1bbb7c2186356a","7b404281731df5bbd9111b9187320682","My dad got his plate of food way too late.","Negative","Experience","Ordering","Speed of Service","[""dad"",""plate of food""]"
"72153675f8df209c7d2cbce8f08c8cb8","ac05c8dd709714c747604c18d3dee5c8","People were so busy with their side work orders were not brought out timely or together.","Negative","People","Team","Hospitality","[]"
"acd1cc11fb8245e12eea0b782ef3853d","a424d85ad8fff78d63754835070e48e1","Clean and bright atmosphere.","Positive","Experience","Cleanliness","Dining Room","[]"
"7c559c51e85d97cf4f1c5cd546cedfc9","f187d5886aa347e0b9795d888241f597","Highly recommend.","Positive","Experience","Loyalty","Loyalty","[]"
"660970e002b4edbdac741b5ee8d521c5","1da63a3d7bdf195daa38b611772207db","The location is mediocre, and the atmosphere inside is DEAD.","Negative","Experience","Amenities","Amenities","[]"
"82bf4d9452ddc2786d2aac9c4e4ec40e","d3a5d6ce6c7c0c82eb8a28c2d0d27fc0","Great location to see a show and drinks aren’t wildly priced!","Positive","Experience","Payment","Cost of Meal","[""location"",""show"",""drinks""]"
"1d18d6e611852a9758a650eb4dd28535","e873eb31217e92a8f53619e7448b0428","Free parking in lot.","Positive","Experience","Amenities","Amenities","[""parking"",""lot""]"
